solver_type,solution_found,time_elapsed,max_memory_mb,avg_memory_mb,states_processed,seed
bfs-single_core,1,0.098791922,28.91015625,28.91015625,139,6a0a3555b0d2ae8e
bfs-single_core,1,0.131107626,31.28515625,31.28515625,260,25c1cfb4e03f2f92
bfs-single_core,1,0.096359702,31.90625,31.90625,93,6ecac85702106117
bfs-single_core,1,0.228020426,31.66015625,31.66015625,91,88cc13a9768eb5e8
bfs-single_core,1,0.151049612,32.41015625,32.41015625,155,247622dd47f6f525
bfs-single_core,1,0.216164929,28.03515625,28.03515625,207,1e796eb2e0c570be
bfs-single_core,1,0.265416025,31.78515625,31.78515625,131,daf46b7ee890fc1d
bfs-single_core,1,0.187114116,41.41015625,41.41015625,323,ff8df83fe1b013e7
bfs-single_core,1,0.318289726,39.18359375,39.18359375,359,7d349a2f38cdf46a
bfs-single_core,1,0.672737309,31.66015625,31.66015625,360,a921ea0a601981b3
bfs-single_core,1,0.126193125,38.53125,38.53125,129,0e202ecc7a384417
bfs-single_core,1,0.499741024,36.30078125,36.30078125,397,b94ec1fc1f6aec2b
bfs-single_core,1,0.559846215,39.390625,39.390625,638,4c0218b3c7b3581d
bfs-single_core,1,0.495560952,33.6484375,33.6484375,263,b5354c885b903808
bfs-single_core,1,1.059028963,57.00390625,46.62890625,2127,e2e8dcf02bd8b39e
bfs-single_core,1,0.515403935,46.88671875,46.88671875,399,c9449d43c333cf4c
bfs-single_core,1,0.137329198,48.0625,48.0625,93,8dee041c0fe0bc82
bfs-single_core,1,1.961102576,60.1640625,53.580729166666664,2000,5ad3d6f843cd068e
bfs-single_core,1,2.285832432,50.2734375,45.8984375,1500,4dc84810aac51478
bfs-single_core,1,1.150215641,52.6328125,52.3828125,976,51a5a58e613e85c1
bfs-single_core,1,0.137138286,39.44921875,39.44921875,191,15aeeec697116e97
bfs-single_core,1,0.123621508,38.046875,38.046875,151,9e7094bc8415b939
bfs-single_core,1,5.118104845,60.16015625,45.451822916666664,9200,a29466d6f7f82a51
bfs-single_core,1,0.377745838,85.7734375,85.7734375,299,49d2f96f11f87dbd
bfs-single_core,1,4.576558545,91.44921875,53.656901041666664,6226,170ded172d5447c2
bfs-single_core,1,0.2443184,37.390625,37.390625,195,c356abb0e807c86f
bfs-single_core,1,6.641048467,100.97265625,57.70458984375,8526,e0e2c2ebcf0afbc8
bfs-single_core,1,0.156803291,37.62109375,37.62109375,118,c8d13d4cafe02d0a
bfs-single_core,1,8.274483539,128.02734375,74.153515625,7126,59e456e9661b3ed5
bfs-single_core,1,10.425839857,134.1328125,75.76893028846153,10131,4bc07fdae5306b9f
bfs-single_core,1,13.501697192,260.484375,94.368408203125,8504,13225eff9076df31
bfs-single_core,1,0.184463915,41.9765625,41.9765625,110,168da062ae222253
bfs-single_core,1,0.215757878,45.83984375,45.83984375,345,272bdfc9bacf723d
bfs-single_core,1,15.622441129,150.79296875,83.10179227941177,23151,bfefa9c89e7f6864
bfs-single_core,1,7.87649285,222.42578125,198.60633680555554,13199,5dbc0c3d87c275f3
bfs-single_core,1,3.97318163,278.76953125,263.26953125,9937,2c1b60bfcdbd652f
bfs-single_core,1,21.458275061,281.5078125,119.40364583333333,36362,afd628303c102b86
bfs-single_core,1,0.461107084,43.6015625,43.6015625,651,330ede8648e9225d
bfs-single_core,1,9.938227962,138.9609375,78.15885416666667,8968,17c4b7b44ba40e70
bfs-single_core,1,22.395425482,470.06640625,198.43224676724137,24759,0a842dac653acb0f
bfs-single_core,1,92.574322414,1785.87890625,508.09969429347825,63184,459a78853c510f02
bfs-single_core,1,111.074690981,1839.5390625,528.4099506578947,134255,115ec13b0112fdfc
bfs-single_core,1,0.105844719,2008.26171875,2008.26171875,111,07155c5e7d2cce6f
bfs-single_core,1,133.291318208,1996.88671875,596.5758257515823,225530,e92cdf634e5e40e9
bfs-single_core,1,145.63512831,1192.32421875,419.05648485429447,185239,527de1c73384dbb1
bfs-single_core,0,205.40909962,1163.4375,561.1043664913366,300000,bb77ef2f3b98f566
bfs-single_core,1,0.23778892,36.578125,36.578125,281,ce98c05a0547eaeb
bfs-single_core,1,0.170633416,40.3359375,40.3359375,129,6af86add5b3616b0
bfs-single_core,1,0.104927361,41.8515625,41.8515625,77,a85670059cec6346
bfs-single_core,1,0.124999097,43.17578125,43.17578125,88,247fa9b7279b2455
bfs-single_core,1,0.210281247,43.14453125,43.14453125,296,b59581a392e2a5d1
bfs-single_core,1,0.1129579,44.01953125,44.01953125,106,2d0199b3dd7f6ce2
bfs-single_core,1,0.28277885,44.03515625,44.03515625,195,b2ed4803f4c820c5
bfs-single_core,1,3.000844285,1682.0,1681.875,2431,fdcdf038d34dd117
bfs-single_core,1,0.225628798,45.4375,45.4375,148,9af4857ea19df281
bfs-single_core,1,0.220434725,40.73046875,40.73046875,146,dfc7645e0fb267ed
bfs-single_core,1,0.172606507,2469.203125,2469.203125,86,3b20c431f6140e7e
bfs-single_core,1,1.435935905,62.11328125,61.48828125,1126,4e8d7563f24f4e75
bfs-single_core,1,2.680946925,62.875,51.5283203125,1847,f9d671564c89a62d
bfs-single_core,1,0.138501239,70.109375,70.109375,112,f863008676289aa2
bfs-single_core,1,0.155232052,59.875,59.875,112,7af9597806343770
bfs-single_core,1,0.186158951,81.90625,81.90625,110,f00547e577a1608d
bfs-single_core,1,0.310030899,56.38671875,56.38671875,147,fdd2b827e14c9a55
bfs-single_core,0,197.826308315,1088.73828125,594.503587372449,300000,ffecfcec6d71e8d0
bfs-single_core,1,0.14055916,53.26171875,53.26171875,96,5fad7c645aba86e4
bfs-single_core,1,0.238246168,44.8828125,44.8828125,112,1a9d5c3c6ebe0b29
bfs-single_core,1,148.305356109,1913.56640625,542.5007251122754,133348,9c275239cda23e79
bfs-single_core,0,218.273609502,1035.046875,562.1811342592592,300000,b10924430208ba5a
bfs-single_core,1,0.239836681,2168.77734375,2168.77734375,98,277ab6c21c5416d1
bfs-single_core,1,17.636562048,262.1796875,107.06659226190476,13712,bee278b626da3ad5
bfs-single_core,0,274.560172652,951.953125,553.2969614852399,300000,5ad7d810f80e2106
bfs-single_core,1,0.176233356,38.74609375,38.74609375,144,c80425c64e4dbddb
bfs-single_core,1,0.407493782,39.10546875,39.10546875,219,690509e48ec32106
bfs-single_core,1,0.308977964,46.296875,46.296875,149,08a1d06f965c64a5
bfs-single_core,1,0.242502645,46.7265625,46.7265625,107,854b6c3ebfceb96c
bfs-single_core,0,304.406974701,1246.94140625,720.9118822674419,300000,adf2f593766eb9ea
bfs-single_core,0,180.535037235,1004.56640625,576.9853788407821,300000,70fb17707873b2a7
bfs-single_core,1,59.134056717,498.109375,166.6951349431818,41320,fd80642fd106d0a8
bfs-single_core,0,353.500340182,1724.73046875,1002.7516677113181,300000,04fb8f2e99bd75c9
bfs-single_core,1,0.13899144,40.21875,40.21875,103,be6f7512e328d1e7
bfs-single_core,1,0.295650299,39.07421875,39.07421875,157,4838b249815b141f
bfs-single_core,1,0.303557993,42.0625,42.0625,148,95a0358bc95553f8
bfs-single_core,1,0.408315339,657.13671875,657.13671875,401,a7a1fc7d8f28c4ba
bfs-single_core,1,1.053013593,110.19140625,110.19140625,1301,1df7a3aee205d3bd
bfs-single_core,1,134.85276212,1104.3984375,407.2487062101911,136695,094c24f4167ef5da
bfs-single_core,0,441.80235693,2031.15625,1168.7393026089449,300000,fd384002b9efff26
bfs-single_core,0,452.888279013,1862.6328125,1061.8097621372767,300000,1e2b84092c660121
bfs-single_core,1,2.958952041,63.76171875,50.85546875,3030,8babe737be6b0bdd
bfs-single_core,1,0.391398949,106.328125,106.328125,200,1168de3a88e1f553
bfs-single_core,0,452.949911431,1809.5859375,1055.8977383948545,300000,2491c3b1075c2f36
bfs-single_core,1,0.636094005,39.37109375,39.37109375,330,39c58529893fc4e9
bfs-single_core,1,13.833516366,105.90625,59.131770833333334,17002,aff46a32baf9b24c
